Timestamp,NodeID,Status,ObjectType,Lane,DurationSeconds,Proximity,Snapshot
2026-09-04 21:16:30,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,10.9,CLOSE,incident_1788556590_STALLED_CAR.jpg
2026-09-04 21:16:33,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,12.53,MEDIUM,incident_1788556593_STALLED_CAR.jpg
2026-09-04 21:16:36,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,14.03,CLOSE,incident_1788556596_STALLED_CAR.jpg
2026-09-04 21:16:39,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,16.03,CLOSE,incident_1788556599_STALLED_CAR.jpg
2026-09-04 21:16:42,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,18.0,MEDIUM,incident_1788556602_STALLED_CAR.jpg
2026-09-04 21:16:45,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,19.6,CLOSE,incident_1788556605_STALLED_CAR.jpg
2026-09-04 21:16:52,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556612_STALLED_CAR.jpg
2026-09-04 21:16:55,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,3.57,CLOSE,incident_1788556615_STALLED_CAR.jpg
2026-09-04 21:16:59,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556619_STALLED_CAR.jpg
2026-09-04 21:17:02,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.3,CLOSE,incident_1788556622_STALLED_CAR.jpg
2026-09-04 21:17:05,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.17,CLOSE,incident_1788556625_STALLED_CAR.jpg
2026-09-04 21:17:08,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,8.13,CLOSE,incident_1788556628_STALLED_CAR.jpg
2026-09-04 21:17:11,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,9.97,CLOSE,incident_1788556631_STALLED_CAR.jpg
2026-09-04 21:17:22,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.97,CLOSE,incident_1788556642_STALLED_CAR.jpg
2026-09-04 21:17:25,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.83,CLOSE,incident_1788556645_STALLED_CAR.jpg
2026-09-04 21:17:29,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,6.7,CLOSE,incident_1788556649_STALLED_CAR.jpg
2026-09-04 21:17:32,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,5.9,CLOSE,incident_1788556652_STALLED_CAR.jpg
2026-09-04 21:17:35,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,10.33,CLOSE,incident_1788556655_STALLED_CAR.jpg
2026-09-04 21:17:42,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,2.5,CLOSE,incident_1788556662_STALLED_CAR.jpg
2026-09-04 21:17:46,ESP32-CAM-01,DANGER,STALLED CAR,LANE_1,4.3,CLOSE,incident_1788556666_STALLED_CAR.jpg
